TransactionID,CustomerID,Quantity,Price,Discount,CategoryID,StoreRegion
211,88836,97,1082.79,0.25,44,South
212,82346,13,1355.59,0.25,3,East
213,57780,5,871.46,0.25,9,North
214,38681,42,1122.48,0.05,13,South
215,70702,47,798.62,0.10,11,East
216,63157,38,1121.11,0.10,8,West
217,9870,19,1132.46,0.05,44,West
218,73049,47,140.00,0.15,1,East
219,70330,16,684.91,0.25,48,East
220,76620,49,1234.51,0.10,7,South
221,61798,4,931.22,0.20,21,Central
222,29016,83,99.51,0.30,30,East
223,85098,53,179.43,0.00,3,East
224,64570,15,150.30,0.20,9,West
225,59460,48,1007.38,0.25,45,Central
226,54936,76,1114.69,0.05,27,North
227,64140,79,615.13,0.10,3,East
228,28478,57,669.82,0.05,24,North
229,89874,48,818.98,0.25,23,North
230,52185,36,288.76,0.00,30,North
231,86871,28,964.35,0.20,2,North
232,43714,32,1483.29,0.30,37,South
233,8993,98,833.54,0.20,14,South
234,43065,100,225.59,0.20,1,East
235,18965,17,812.62,0.30,12,North
236,86647,4,202.05,0.10,16,Central
237,42438,3,265.50,0.00,9,West
238,68956,15,1119.77,0.15,29,East
239,67272,76,168.04,0.20,15,Central
240,5684,94,1175.92,0.30,43,Central
241,39536,59,966.79,0.00,4,West
242,52641,55,1030.72,0.15,46,West
243,9633,11,486.56,0.05,5,South
244,36047,80,951.45,0.20,46,East
245,49926,77,798.18,0.15,33,Central
246,56388,13,1190.68,0.00,42,Central
247,94482,28,647.95,0.05,27,East
248,59442,52,626.90,0.00,21,West
249,40964,86,386.06,0.05,44,West
250,8800,12,1248.50,0.00,28,North
251,97595,95,562.11,0.05,36,North
252,76870,72,844.72,0.25,8,West
253,46347,86,1411.99,0.15,47,North
254,37701,77,472.11,0.00,37,Central
255,27885,20,986.82,0.05,7,East
256,72911,48,176.75,0.10,37,South
257,56245,72,1461.95,0.30,40,Central
258,88471,83,837.33,0.20,43,East
259,3795,24,413.54,0.30,20,East
260,46010,1,276.20,0.05,37,West
261,9121,19,1112.75,0.00,6,Central
262,28198,49,632.65,0.10,11,East
263,40847,93,489.95,0.20,39,North
264,6896,20,240.33,0.20,4,North
265,35666,57,994.60,0.15,39,West
266,54288,35,327.28,0.20,8,East
267,56350,15,428.45,0.25,38,West
268,69067,86,466.09,0.05,26,Central
269,7181,1,310.61,0.05,50,South
270,33492,38,495.54,0.00,32,West
271,23029,17,573.41,0.25,15,Central
272,73234,86,1210.27,0.00,26,North
273,57177,3,692.33,0.00,21,Central
274,56268,74,609.61,0.25,27,East
275,15097,52,36.18,0.10,11,Central
276,60306,89,1380.06,0.00,28,North
277,31892,56,885.36,0.20,6,West
278,40669,96,512.57,0.10,50,South
279,10012,66,951.67,0.20,33,South
280,45794,45,1092.43,0.30,42,South
281,30969,14,223.93,0.05,12,Central
282,20037,98,1139.93,0.00,12,West
283,60812,97,847.78,0.20,29,Central
284,84279,82,1479.87,0.10,41,East
285,19787,57,107.09,0.15,41,East
286,36003,76,88.98,0.20,5,East
287,60522,58,61.22,0.10,19,North
288,84498,12,924.44,0.20,25,West
289,76065,71,1431.58,0.25,3,West
290,74929,84,286.42,0.20,31,Central
291,19774,8,678.53,0.30,22,North
292,66133,83,262.98,0.05,46,West
293,57596,68,786.51,0.05,24,East
294,37080,50,616.11,0.10,44,Central
295,6864,81,972.72,0.00,22,North
296,73134,87,582.91,0.10,47,Central
297,19710,43,126.85,0.25,10,East
298,40663,84,1049.23,0.15,9,Central
299,92909,11,467.82,0.15,42,East
300,16751,86,1055.73,0.25,44,Central
301,12250,83,1007.33,0.20,24,North
302,47527,40,274.49,0.05,22,West
303,25167,29,1499.97,0.05,5,East
304,13257,65,1157.46,0.30,48,Central
305,4948,85,508.46,0.30,40,South
306,78283,49,235.61,0.05,45,Central
307,21698,93,659.32,0.15,24,South
308,58223,79,430.97,0.25,29,South
309,69994,31,467.65,0.30,31,South
310,48214,87,1420.96,0.15,30,East
311,50053,65,793.55,0.05,13,Central
312,18141,33,83.01,0.15,24,Central
313,13447,92,1269.61,0.30,8,East
314,10994,98,244.67,0.15,33,South
315,57341,12,1419.89,0.05,29,East
316,3496,54,84.62,0.20,24,South
317,50616,11,565.49,0.00,21,North
318,93678,84,506.26,0.05,9,North
319,37602,61,1045.63,0.05,49,West
320,58800,79,12.85,0.00,2,East
321,28267,20,825.46,0.25,39,Central
322,55477,15,1165.38,0.05,20,North
323,6259,31,632.64,0.30,40,West
324,8233,15,1255.85,0.15,39,Central
325,2155,81,775.49,0.05,46,South
326,38178,55,7.34,0.10,16,Central
327,54601,24,998.24,0.00,34,East
328,8871,68,818.40,0.30,33,Central
329,2666,50,1310.63,0.00,41,West
330,48930,33,1122.24,0.10,5,East
331,31605,94,987.37,0.00,50,Central
332,96363,97,502.12,0.00,23,Central
333,44375,83,266.76,0.30,44,West
334,91147,62,949.45,0.30,9,North
335,93854,100,1415.69,0.00,19,South
336,5742,26,1329.26,0.10,20,Central
337,52197,70,712.73,0.00,49,South
338,37502,46,1293.90,0.00,42,East
339,35812,16,1200.02,0.15,26,West
340,50679,44,1460.72,0.15,45,West
341,48149,67,403.75,0.00,47,West
342,10346,56,905.67,0.30,12,Central
343,38505,42,158.38,0.10,43,East
344,40174,58,905.92,0.15,11,West
345,46078,58,68.32,0.30,23,Central
346,57009,36,961.01,0.30,4,North
347,87974,82,612.28,0.20,48,South
348,4082,19,1273.76,0.25,29,North
349,16546,9,357.81,0.25,24,East
350,50182,73,53.42,0.05,44,West
351,48624,48,668.69,0.00,37,South
352,69398,47,600.06,0.25,18,South
353,14870,4,1104.83,0.15,34,West
354,73620,16,396.36,0.10,46,West
355,28125,79,431.94,0.15,13,North
356,17791,10,680.80,0.25,29,North
357,89382,41,1003.42,0.25,5,Central
358,71064,38,1337.54,0.30,11,South
359,47382,66,340.24,0.05,9,South
360,64753,4,544.54,0.20,24,West
361,72306,17,919.86,0.00,5,East
362,52188,92,1079.71,0.20,27,West
363,75354,10,192.36,0.10,42,North
364,58980,60,1021.76,0.10,9,Central
365,83860,76,277.03,0.05,28,Central
366,7264,16,779.56,0.10,11,South
367,42292,91,342.08,0.20,19,North
368,32848,26,954.41,0.20,18,South
369,81923,39,923.57,0.00,33,South
370,77570,75,235.52,0.25,40,Central
371,44253,73,66.59,0.30,2,North
372,5959,83,1157.68,0.10,42,South
373,74992,54,929.07,0.00,32,Central
374,37968,83,1435.19,0.15,16,West
375,38986,59,114.09,0.00,11,West
376,54477,62,699.34,0.10,39,South
377,40971,92,482.38,0.30,23,West
378,17140,98,558.96,0.20,7,East
379,31686,60,188.17,0.15,16,South
380,12690,7,438.87,0.15,40,West
381,32542,21,1221.15,0.20,47,East
382,24882,98,243.22,0.20,30,West
383,40442,64,39.65,0.15,33,West
384,31553,28,877.10,0.00,4,East
385,64867,77,1324.10,0.25,44,West
386,37454,69,17.23,0.00,28,South
387,34665,94,551.84,0.15,24,North
388,52506,7,857.57,0.05,24,Central
389,37828,10,582.59,0.15,49,Central
390,36664,80,1022.20,0.00,9,North
391,51630,48,1193.37,0.10,36,East
392,98955,19,302.59,0.20,26,Central
393,5277,6,63.18,0.25,22,West
394,68070,59,227.67,0.20,9,East
395,80357,41,247.94,0.20,48,East
396,77821,44,763.44,0.20,35,West
397,92896,73,453.19,0.30,2,East
398,43417,87,168.86,0.15,38,East
399,95070,89,945.74,0.20,31,East
400,85930,100,869.82,0.05,47,North
401,76484,62,259.92,0.25,47,Central
402,49833,19,1233.38,0.05,3,Central
403,91819,15,290.22,0.15,21,West
404,19849,53,1037.30,0.15,33,Central
405,61815,95,1092.47,0.25,9,Central
406,27177,72,490.95,0.25,31,Central
407,49392,41,1435.24,0.15,35,East
408,71602,46,1015.42,0.30,47,East
409,79964,62,292.43,0.05,18,Central
410,39125,29,1412.52,0.10,50,East
411,92393,27,1036.91,0.15,21,West
412,45719,72,1400.88,0.30,47,East
413,37722,16,862.35,0.20,25,West
414,45238,99,1207.90,0.10,3,East
415,93604,11,522.81,0.15,42,East
416,97956,62,324.91,0.30,35,East
417,73665,90,411.07,0.00,40,Central
418,31364,32,80.89,0.20,15,South
419,6881,13,622.89,0.25,31,North
420,89286,99,210.51,0.20,11,West
421,85576,61,718.79,0.05,49,East
422,42097,37,970.62,0.30,6,Central
423,30438,69,1109.34,0.30,3,South
424,54774,23,1401.21,0.00,26,West
425,24421,96,1443.39,0.10,3,North
426,39111,73,906.16,0.10,19,West
427,84059,70,788.86,0.05,33,West
428,35762,25,1214.18,0.10,11,West
429,84973,33,1079.30,0.00,48,East
430,38670,73,1013.23,0.05,12,Central
431,83720,52,1241.35,0.20,21,North
432,52539,86,147.60,0.05,31,East
433,32513,1,394.87,0.05,29,East
434,43205,39,875.78,0.20,1,East
435,85680,47,1040.69,0.00,43,North
436,61001,40,243.78,0.25,33,East
437,90478,16,959.87,0.10,24,Central
438,28948,29,1436.25,0.15,10,West
439,98008,78,563.57,0.25,36,West
440,99268,69,1203.98,0.30,14,South
441,89174,97,895.74,0.30,6,Central
442,58557,68,1057.13,0.00,37,North
443,8095,71,1354.82,0.05,37,Central
444,19642,22,495.54,0.20,29,North
445,89168,27,1076.79,0.15,6,Central
446,58391,8,682.88,0.20,27,West
447,73913,8,840.40,0.25,20,North
448,51898,33,1225.60,0.25,14,Central
449,9573,6,638.43,0.25,5,Central
450,7898,9,1479.28,0.15,3,East
451,53592,24,1154.61,0.30,42,West
452,49082,49,675.56,0.15,25,North
453,89487,85,1312.46,0.05,42,East
454,15550,23,1489.31,0.15,34,South
455,95402,29,1253.06,0.30,2,East
456,60687,87,1080.05,0.15,35,West
457,30103,32,693.63,0.05,18,South
458,95031,98,173.70,0.30,43,West
459,80600,99,1404.68,0.00,16,South
460,8820,13,892.95,0.15,39,North
461,32078,95,71.13,0.15,15,Central
462,28478,97,1296.28,0.00,9,Central
463,37915,30,1224.60,0.25,37,East
464,75691,77,1159.94,0.30,21,South
465,39553,19,1478.61,0.20,15,West
466,39388,36,96.13,0.20,48,South
467,82051,87,643.66,0.15,4,East
468,84321,86,574.83,0.20,21,West
469,53512,20,453.33,0.05,49,Central
470,62066,31,1274.76,0.10,46,South
471,60690,8,845.77,0.15,36,Central
472,17576,50,368.07,0.05,22,North
473,58955,48,143.23,0.25,13,North
474,35188,49,1012.14,0.20,3,North
475,24663,98,883.44,0.25,36,South
476,62836,27,1304.86,0.10,20,North
477,27763,25,1443.31,0.00,48,West
478,31798,90,908.58,0.05,26,South
479,72363,42,1164.39,0.15,30,Central
480,85030,46,466.09,0.10,33,West
481,61081,13,1205.21,0.25,31,East
482,26625,48,472.82,0.00,37,South
483,97158,19,29.25,0.20,38,Central
484,94374,54,446.31,0.05,22,South
485,49787,73,1250.88,0.15,36,East
486,33729,98,1233.28,0.25,42,West
487,60402,22,1100.49,0.10,11,South
488,94413,70,735.03,0.20,42,North
489,68675,5,1259.41,0.00,43,North
490,837,53,210.55,0.25,15,North
491,92691,20,18.67,0.20,30,East
492,7924,80,958.40,0.20,31,West
493,2062,1,800.66,0.15,1,North
494,69392,93,415.74,0.10,2,Central
495,91470,87,648.71,0.05,7,North
496,68733,20,365.25,0.20,34,East
497,46458,35,1193.43,0.00,24,West
498,60162,73,368.60,0.25,15,East
499,89659,11,982.33,0.30,42,North
500,12256,52,572.00,0.20,31,North
501,83460,2,1055.75,0.00,32,West
502,84530,43,850.96,0.30,7,Central
503,5578,30,321.07,0.30,45,Central
504,62325,35,74.61,0.00,44,East
505,71177,73,988.87,0.05,21,North
506,27153,76,220.57,0.30,46,West
507,10085,39,247.86,0.05,37,West
508,88741,70,500.94,0.30,48,South
509,90350,93,122.25,0.25,23,North
510,12804,56,352.06,0.00,22,Central
511,80461,77,598.07,0.30,21,North
512,83116,35,1176.40,0.15,32,South
513,46637,71,1412.01,0.15,12,Central
514,86596,49,133.11,0.20,19,South
515,93469,10,127.65,0.05,25,South
516,96949,50,478.43,0.00,6,North
517,40406,57,543.08,0.10,7,South
518,11443,24,649.31,0.20,36,Central
519,53484,14,44.26,0.10,36,North
520,78241,77,1177.74,0.30,25,North
521,38254,53,584.76,0.00,47,Central
522,31817,74,784.05,0.25,25,South
523,18199,35,455.19,0.15,10,North
524,21917,56,417.56,0.10,31,North
525,47334,33,1416.61,0.25,41,West
526,77832,79,297.34,0.00,9,East
527,888,51,501.66,0.20,25,East
528,57701,43,648.77,0.30,42,Central
529,17843,39,484.39,0.25,13,West
530,41181,23,1447.04,0.10,19,West
531,75482,32,492.20,0.10,26,East
532,14928,73,303.70,0.20,12,Central
533,3528,94,695.13,0.25,14,West
534,38186,89,108.39,0.30,27,West
535,18243,82,457.73,0.10,43,South
536,93748,55,1184.67,0.00,29,Central
537,62815,75,604.20,0.20,45,West
538,71257,5,1187.13,0.10,45,Central
539,77834,82,1372.03,0.00,50,South
540,86194,86,535.74,0.25,40,North
541,73823,83,1017.82,0.15,49,East
542,56421,14,20.77,0.10,15,Central
543,97892,67,839.20,0.25,37,South
544,58430,48,589.75,0.30,44,Central
545,90497,65,230.36,0.00,31,North
546,38723,54,1381.22,0.00,8,South
547,45657,40,517.88,0.30,14,Central
548,63299,45,716.86,0.15,47,West
549,41801,9,453.89,0.30,46,North
550,2961,44,973.72,0.25,11,South
551,67633,23,830.11,0.10,36,West
552,60563,30,1197.64,0.25,12,South
553,83949,85,651.04,0.00,48,Central
554,25864,58,890.34,0.15,1,South
555,26973,36,1129.73,0.30,5,Central
556,13337,69,284.50,0.10,13,West
557,14937,34,1007.70,0.15,34,East
558,78247,50,918.91,0.20,8,East
559,46136,59,927.96,0.30,44,East
560,80542,76,131.70,0.05,21,North
561,31271,40,179.84,0.10,45,South
562,66955,50,630.27,0.05,37,West
563,55449,24,732.57,0.20,45,South
564,72734,22,737.01,0.05,12,East
565,59114,80,85.15,0.10,1,West
566,17896,25,1223.75,0.20,33,West
567,53627,88,740.13,0.25,29,West
568,21923,11,850.27,0.30,49,South
569,38285,5,415.91,0.20,19,South
570,59943,73,1115.06,0.30,32,Central
571,66953,15,861.21,0.10,50,Central
572,48086,70,1234.80,0.00,49,West
573,71612,28,1484.71,0.00,48,South
574,39022,5,677.35,0.10,6,West
575,15387,100,1218.77,0.05,48,Central
576,90327,45,1292.27,0.20,41,West
577,21756,79,213.16,0.05,14,North
578,74721,45,800.76,0.20,35,South
579,42422,91,442.49,0.20,18,Central
580,89038,13,207.71,0.30,27,North
581,36350,84,194.70,0.30,9,South
582,19169,92,486.53,0.05,49,West
583,64155,19,868.25,0.10,41,West
584,49175,58,117.90,0.30,50,North
585,52803,66,1125.95,0.25,24,West
586,63969,42,875.02,0.30,50,North
587,95805,59,954.09,0.25,23,North
588,70049,51,330.66,0.15,14,West
589,35198,42,1243.37,0.10,36,Central
590,17118,73,1279.37,0.30,22,North
591,6022,13,941.14,0.30,30,North
592,16285,21,664.72,0.00,28,South
593,90256,17,1323.81,0.10,11,East
594,12235,84,543.85,0.00,24,South
595,6788,51,940.28,0.25,45,South
596,56261,84,141.34,0.00,1,South
597,62497,10,203.39,0.05,34,West
598,1218,2,1044.92,0.30,8,West
599,90969,17,719.16,0.05,25,North
600,95783,14,159.29,0.10,20,South
601,50165,100,1220.99,0.30,9,South
602,8967,68,847.12,0.20,42,South
603,57685,45,1085.04,0.25,48,South
604,53964,79,1031.42,0.30,14,North
605,13169,18,1129.91,0.20,47,West
606,46077,55,475.18,0.05,16,East
607,84492,11,376.01,0.20,39,Central
608,37346,100,1412.21,0.00,43,East
609,26929,67,912.36,0.05,48,West
610,38738,83,86.58,0.30,16,West
611,50579,15,365.42,0.25,39,North
612,69244,2,1480.39,0.10,9,West
613,74499,54,551.29,0.25,12,West
614,9568,3,883.11,0.00,17,South
615,5221,8,1423.28,0.15,33,East
616,82389,92,754.07,0.15,28,West
617,10804,82,807.16,0.20,10,East
618,10958,40,123.14,0.05,10,Central
619,42828,51,881.72,0.30,42,North
620,40655,90,659.04,0.30,16,North
621,32045,12,1387.32,0.00,30,Central
622,79801,8,467.39,0.25,43,South
623,15656,2,1063.31,0.25,1,South
624,65066,45,786.89,0.30,47,East
625,21885,48,194.76,0.30,18,North
626,3848,43,1211.63,0.10,34,North
627,34466,92,1462.70,0.25,5,West
628,59664,66,543.39,0.15,37,South
629,48194,21,386.40,0.00,37,North
630,29938,95,765.69,0.00,1,South
631,6027,61,549.14,0.05,12,North
632,72466,92,1112.30,0.15,15,East
633,32541,54,1374.20,0.10,18,North
634,74913,48,183.50,0.25,4,South
635,29254,67,1472.21,0.15,5,West
636,37003,100,1268.05,0.10,6,Central
637,59867,2,556.53,0.10,37,East
638,96938,80,367.66,0.10,38,West
639,25615,94,1351.16,0.30,16,South
640,836,53,40.75,0.20,23,North
641,43912,1,1139.60,0.15,48,East
642,13625,27,797.07,0.05,27,West
643,7851,19,1068.92,0.00,3,South
644,68126,53,1052.77,0.10,30,North
645,76123,13,760.61,0.25,26,North
646,77581,73,98.11,0.25,9,South
647,38231,34,1277.12,0.30,26,East
648,41689,58,411.57,0.00,13,South
649,76639,14,237.34,0.05,29,West
650,41161,53,185.50,0.10,50,South
651,59234,40,697.70,0.30,8,North
652,20659,88,459.80,0.25,45,Central
653,5287,28,1254.71,0.10,10,North
654,93213,32,1452.76,0.15,33,North
655,88760,39,393.95,0.05,2,West
656,59271,72,1123.38,0.05,7,West
657,13358,18,186.57,0.00,50,South
658,17134,26,1236.39,0.10,44,North
659,76327,76,391.94,0.30,5,North
660,8451,26,1354.23,0.15,9,North
661,43457,16,68.83,0.15,4,South
662,75221,56,1233.42,0.15,32,North
663,50166,88,642.86,0.10,14,South
664,36043,36,671.79,0.05,3,Central
665,81157,79,372.45,0.10,32,West
666,72180,62,96.16,0.10,25,South
667,54950,26,965.77,0.30,34,South
668,82675,70,1193.30,0.15,46,East
669,62874,70,1173.25,0.10,37,Central
670,42154,50,409.30,0.00,21,Central
671,28708,4,1344.17,0.30,18,North
672,61825,68,539.36,0.20,15,South
673,13125,32,987.01,0.10,35,North
674,28759,74,1270.53,0.30,25,East
675,22769,23,358.64,0.10,48,East
676,77538,4,1056.66,0.10,37,Central
677,18626,73,1422.81,0.30,32,Central
678,40509,23,738.20,0.00,4,South
679,78862,29,34.79,0.15,1,East
680,80496,26,1210.64,0.10,46,South
681,42414,8,37.76,0.20,46,South
682,14539,68,1291.70,0.00,24,West
683,76811,13,508.16,0.10,9,South
684,95991,56,1188.80,0.15,42,East
685,22834,91,1453.27,0.25,40,East
686,29261,86,885.48,0.05,25,East
687,96207,89,445.30,0.05,47,North
688,92014,74,590.44,0.30,37,North
689,23866,78,480.73,0.30,40,South
690,83840,73,160.64,0.15,10,East
691,97694,10,360.80,0.10,11,North
692,92926,86,960.46,0.10,29,North
693,34762,27,378.06,0.00,23,East
694,14161,93,6.92,0.15,29,West
695,21803,53,742.16,0.15,23,Central
696,49198,13,1244.07,0.30,37,South
697,21320,58,115.20,0.30,3,East
698,2632,41,395.39,0.00,5,East
699,22297,49,245.55,0.00,36,North
700,44296,77,1477.99,0.15,46,North
701,56535,84,251.67,0.15,11,North
702,13273,43,312.30,0.05,27,Central
703,94639,94,812.49,0.25,19,East
704,31136,13,79.20,0.20,36,West
705,20132,7,544.44,0.15,6,East
706,86773,81,902.32,0.05,7,North
707,27126,22,959.10,0.00,31,North
708,40417,51,709.06,0.25,17,North
709,84131,70,584.35,0.10,25,East
710,24456,58,71.70,0.15,30,East
711,29655,35,848.55,0.05,49,North
712,11234,86,518.97,0.20,27,Central
713,29821,71,96.17,0.15,34,West
